Start Time,Stop Time,Initial Speaker,From,To,Protocol,Duration,Packets,State,Comments
8219.875265,8472.11134,10.200.110.100,"""bot42"" <sip:bot42@10.200.110.100>",<sip:bot39@10.200.110.111>,SIP,12:04:12 AM,10,COMPLETED,INVITE 401 200
8219.887198,8472.128693,10.200.110.111,"""bot42"" <sip:bot42@10.200.110.111>",<sip:bot39@10.200.110.100:8539>,SIP,12:04:12 AM,7,COMPLETED,INVITE 200
8219.980731,8225.469121,10.200.110.100,"""bot37"" <sip:bot37@10.200.110.100>",<sip:bot32@10.200.110.111>,SIP,12:00:05 AM,7,REJECTED,INVITE 401 486
8279.908135,8279.977839,10.200.110.100,"""bot40"" <sip:bot40@10.200.110.100>",<sip:bot20@10.200.110.111>,SIP,12:00:00 AM,7,REJECTED,INVITE 401 480
8279.943868,8286.603639,10.200.110.100,"""bot41"" <sip:bot41@10.200.110.100>",<sip:bot35@10.200.110.111>,SIP,12:00:06 AM,7,REJECTED,INVITE 401 486
8280.015748,8280.020452,10.200.110.100,"""bot34"" <sip:bot34@10.200.110.100>",<sip:bot20@10.200.110.111>,SIP,12:00:00 AM,7,REJECTED,INVITE 401 480
8399.776721,8887.417436,10.200.110.100,"""bot28"" <sip:bot28@10.200.110.100>",<sip:bot29@10.200.110.111>,SIP,12:08:07 AM,10,COMPLETED,INVITE 401 200
8459.894006,8465.260663,10.200.110.111,"""bot29"" <sip:bot29@10.200.110.111>",<sip:bot45@10.200.110.100:8545>,SIP,12:00:05 AM,4,REJECTED,INVITE 486
8460.020624,9009.335797,10.200.110.100,"""bot25"" <sip:bot25@10.200.110.100>",<sip:bot38@10.200.110.111>,SIP,12:09:09 AM,12,COMPLETED,INVITE 401 200
8460.194105,9009.352227,10.200.110.111,"""bot25"" <sip:bot25@10.200.110.111>",<sip:bot38@10.200.110.100:8538>,SIP,12:09:09 AM,7,COMPLETED,INVITE 200
8519.880539,8785.036761,10.200.110.100,"""bot27"" <sip:bot27@10.200.110.100>",<sip:bot42@10.200.110.111>,SIP,12:04:25 AM,10,COMPLETED,INVITE 401 200
8519.892172,8785.054166,10.200.110.111,"""bot27"" <sip:bot27@10.200.110.111>",<sip:bot42@10.200.110.100:8542>,SIP,12:04:25 AM,7,COMPLETED,INVITE 200
8579.924507,8580.039999,10.200.110.100,"""bot45"" <sip:bot45@10.200.110.100>",<sip:bot46@10.200.110.111>,SIP,12:00:00 AM,7,REJECTED,INVITE 401 480
8579.926407,8589.060066,10.200.110.100,"""bot43"" <sip:bot43@10.200.110.100>",<sip:bot29@10.200.110.111>,SIP,12:00:09 AM,7,REJECTED,INVITE 401 486
8760.06002,9378.228436,10.200.110.100,"""bot39"" <sip:bot39@10.200.110.100>",<sip:bot43@10.200.110.111>,SIP,12:10:18 AM,10,COMPLETED,INVITE 401 200
8760.122207,9378.245877,10.200.110.111,"""bot39"" <sip:bot39@10.200.110.111>",<sip:bot43@10.200.110.100:8543>,SIP,12:10:18 AM,7,COMPLETED,INVITE 200
8819.917584,9198.848536,10.200.110.100,"""bot40"" <sip:bot40@10.200.110.100>",<sip:bot31@10.200.110.111>,SIP,12:06:18 AM,10,COMPLETED,INVITE 401 200
8820.025362,9198.855392,10.200.110.111,"""bot40"" <sip:bot40@10.200.110.111>",<sip:bot31@10.200.110.100:8531>,SIP,12:06:18 AM,7,COMPLETED,INVITE 200
8820.043415,9082.855873,10.200.110.111,"""bot44"" <sip:bot44@10.200.110.111>",<sip:bot39@10.200.110.100:8539>,SIP,12:04:22 AM,7,COMPLETED,INVITE 200
8879.905536,9006.295061,10.200.110.100,"""bot38"" <sip:bot38@10.200.110.100>",<sip:bot36@10.200.110.111>,SIP,12:02:06 AM,10,COMPLETED,INVITE 401 200
8940.029512,9013.952162,10.200.110.100,"""bot25"" <sip:bot25@10.200.110.100>",<sip:bot40@10.200.110.111>,SIP,12:01:13 AM,10,COMPLETED,INVITE 401 200
8940.129043,9013.965776,10.200.110.111,"""bot25"" <sip:bot25@10.200.110.111>",<sip:bot40@10.200.110.100:8540>,SIP,12:01:13 AM,7,COMPLETED,INVITE 200
9179.885174,9618.270312,10.200.110.100,"""bot42"" <sip:bot42@10.200.110.100>",<sip:bot34@10.200.110.111>,SIP,12:07:18 AM,10,COMPLETED,INVITE 401 200
9179.896488,9198.249011,10.200.110.111,"""bot42"" <sip:bot42@10.200.110.111>",<sip:bot34@10.200.110.100:8534>,SIP,12:00:18 AM,5,IN CALL,INVITE 200
9180.022441,9200.662326,10.200.110.100,"""bot34"" <sip:bot34@10.200.110.100>",<sip:bot36@10.200.110.111>,SIP,12:00:20 AM,8,IN CALL,INVITE 401 200
9239.915112,9239.930494,10.200.110.100,"""bot38"" <sip:bot38@10.200.110.100>",<sip:bot46@10.200.110.111>,SIP,12:00:00 AM,7,REJECTED,INVITE 401 480
9299.77848,9622.734957,10.200.110.111,"""bot26"" <sip:bot26@10.200.110.111>",<sip:bot41@10.200.110.100:8541>,SIP,12:05:22 AM,7,COMPLETED,INVITE 200
9359.806524,9978.321669,10.200.110.100,"""bot33"" <sip:bot33@10.200.110.100>",<sip:bot33@10.200.110.111>,SIP,12:10:18 AM,10,COMPLETED,INVITE 401 200
9359.817266,9978.33958,10.200.110.111,"""bot33"" <sip:bot33@10.200.110.111>",<sip:bot33@10.200.110.100:8533>,SIP,12:10:18 AM,7,COMPLETED,INVITE 200
9359.987294,9360.032369,10.200.110.100,"""bot37"" <sip:bot37@10.200.110.100>",<sip:bot49@10.200.110.111>,SIP,12:00:00 AM,7,REJECTED,INVITE 401 480
9419.835768,9419.851376,10.200.110.100,"""bot31"" <sip:bot31@10.200.110.100>",<sip:bot21@10.200.110.111>,SIP,12:00:00 AM,7,REJECTED,INVITE 401 480
9599.935201,10094.3515,10.200.110.100,"""bot43"" <sip:bot43@10.200.110.100>",<sip:bot42@10.200.110.111>,SIP,12:08:14 AM,10,COMPLETED,INVITE 401 200
9599.969617,10094.368787,10.200.110.111,"""bot43"" <sip:bot43@10.200.110.111>",<sip:bot42@10.200.110.100:8542>,SIP,12:08:14 AM,7,COMPLETED,INVITE 200
9659.929855,9667.021225,10.200.110.100,"""bot45"" <sip:bot45@10.200.110.100>",<sip:bot36@10.200.110.111>,SIP,12:00:07 AM,7,REJECTED,INVITE 401 486
9779.887615,9779.903258,10.200.110.100,"""bot27"" <sip:bot27@10.200.110.100>",<sip:bot47@10.200.110.111>,SIP,12:00:00 AM,7,REJECTED,INVITE 401 480
9779.952619,9909.44853,10.200.110.111,"""bot32"" <sip:bot32@10.200.110.111>",<sip:bot37@10.200.110.100:8537>,SIP,12:02:09 AM,7,COMPLETED,INVITE 200
9839.78551,9911.021941,10.200.110.100,"""bot28"" <sip:bot28@10.200.110.100>",<sip:bot38@10.200.110.111>,SIP,12:01:11 AM,10,COMPLETED,INVITE 401 200
9839.796784,9911.028777,10.200.110.111,"""bot28"" <sip:bot28@10.200.110.111>",<sip:bot38@10.200.110.100:8538>,SIP,12:01:11 AM,7,COMPLETED,INVITE 200
10079.92419,10451.667802,10.200.110.100,"""bot40"" <sip:bot40@10.200.110.100>",<sip:bot40@10.200.110.111>,SIP,12:06:11 AM,10,COMPLETED,INVITE 401 200
10079.949343,10080.014794,10.200.110.100,"""bot41"" <sip:bot41@10.200.110.100>",<sip:bot21@10.200.110.111>,SIP,12:00:00 AM,7,REJECTED,INVITE 401 480
10080.01848,10451.675013,10.200.110.111,"""bot40"" <sip:bot40@10.200.110.111>",<sip:bot40@10.200.110.100:8540>,SIP,12:06:11 AM,7,COMPLETED,INVITE 200
10080.066603,10080.068419,10.200.110.100,"""bot39"" <sip:bot39@10.200.110.100>",<sip:bot25@10.200.110.111>,SIP,12:00:00 AM,3,REJECTED,INVITE 401
10140.038409,10575.502013,10.200.110.100,"""bot25"" <sip:bot25@10.200.110.100>",<sip:bot38@10.200.110.111>,SIP,12:07:15 AM,12,COMPLETED,INVITE 401 200
10140.224021,10575.518644,10.200.110.111,"""bot25"" <sip:bot25@10.200.110.111>",<sip:bot38@10.200.110.100:8538>,SIP,12:07:15 AM,7,COMPLETED,INVITE 200
10199.895532,10567.186997,10.200.110.100,"""bot42"" <sip:bot42@10.200.110.100>",<sip:bot31@10.200.110.111>,SIP,12:06:07 AM,10,COMPLETED,INVITE 401 200
10199.907565,10567.193821,10.200.110.111,"""bot42"" <sip:bot42@10.200.110.111>",<sip:bot31@10.200.110.100:8531>,SIP,12:06:07 AM,7,COMPLETED,INVITE 200
10199.941841,10200.129398,10.200.110.100,"""bot43"" <sip:bot43@10.200.110.100>",<sip:bot20@10.200.110.111>,SIP,12:00:00 AM,7,REJECTED,INVITE 401 480
10319.996412,10702.482547,10.200.110.100,"""bot37"" <sip:bot37@10.200.110.100>",<sip:bot29@10.200.110.111>,SIP,12:06:22 AM,10,COMPLETED,INVITE 401 200
10379.845136,10379.950174,10.200.110.100,"""bot31"" <sip:bot31@10.200.110.100>",<sip:bot46@10.200.110.111>,SIP,12:00:00 AM,7,REJECTED,INVITE 401 480
10559.897708,10559.914548,10.200.110.100,"""bot27"" <sip:bot27@10.200.110.100>",<sip:bot24@10.200.110.111>,SIP,12:00:00 AM,7,REJECTED,INVITE 401 480
10739.935002,10822.740069,10.200.110.100,"""bot45"" <sip:bot45@10.200.110.100>",<sip:bot45@10.200.110.111>,SIP,12:01:22 AM,10,COMPLETED,INVITE 401 200
10739.939886,10822.754119,10.200.110.111,"""bot45"" <sip:bot45@10.200.110.111>",<sip:bot45@10.200.110.100:8545>,SIP,12:01:22 AM,7,COMPLETED,INVITE 200
10799.815044,10864.845887,10.200.110.100,"""bot33"" <sip:bot33@10.200.110.100>",<sip:bot37@10.200.110.111>,SIP,12:01:05 AM,10,COMPLETED,INVITE 401 200
10799.826156,10864.863175,10.200.110.111,"""bot33"" <sip:bot33@10.200.110.111>",<sip:bot37@10.200.110.100:8537>,SIP,12:01:05 AM,7,COMPLETED,INVITE 200
10799.920681,10868.26518,10.200.110.100,"""bot38"" <sip:bot38@10.200.110.100>",<sip:bot35@10.200.110.111>,SIP,12:01:08 AM,10,COMPLETED,INVITE 401 200
10799.931574,11172.893126,10.200.110.100,"""bot40"" <sip:bot40@10.200.110.100>",<sip:bot29@10.200.110.111>,SIP,12:06:12 AM,10,COMPLETED,INVITE 401 200
10979.79444,11480.696475,10.200.110.100,"""bot28"" <sip:bot28@10.200.110.100>",<sip:bot39@10.200.110.111>,SIP,12:08:20 AM,10,COMPLETED,INVITE 401 200
10979.80622,11480.714649,10.200.110.111,"""bot28"" <sip:bot28@10.200.110.111>",<sip:bot39@10.200.110.100:8539>,SIP,12:08:20 AM,7,COMPLETED,INVITE 200
10979.998325,11050.650656,10.200.110.100,"""bot37"" <sip:bot37@10.200.110.100>",<sip:bot33@10.200.110.111>,SIP,12:01:10 AM,10,COMPLETED,INVITE 401 200
10980.002743,11050.664442,10.200.110.111,"""bot37"" <sip:bot37@10.200.110.111>",<sip:bot33@10.200.110.100:8533>,SIP,12:01:10 AM,7,COMPLETED,INVITE 200
11099.904916,11099.918826,10.200.110.100,"""bot42"" <sip:bot42@10.200.110.100>",<sip:bot20@10.200.110.111>,SIP,12:00:00 AM,7,REJECTED,INVITE 401 480
11100.051493,11604.539997,10.200.110.111,"""bot44"" <sip:bot44@10.200.110.111>",<sip:bot37@10.200.110.100:8537>,SIP,12:08:24 AM,7,COMPLETED,INVITE 200
11159.854876,11223.618345,10.200.110.100,"""bot31"" <sip:bot31@10.200.110.100>",<sip:bot25@10.200.110.111>,SIP,12:01:03 AM,10,COMPLETED,INVITE 401 200
11159.865994,11223.674834,10.200.110.111,"""bot31"" <sip:bot31@10.200.110.111>",<sip:bot25@10.200.110.100:8525>,SIP,12:01:03 AM,7,COMPLETED,INVITE 200
11159.947037,11476.58512,10.200.110.100,"""bot43"" <sip:bot43@10.200.110.100>",<sip:bot40@10.200.110.111>,SIP,12:05:16 AM,10,COMPLETED,INVITE 401 200
11160.060222,11476.601754,10.200.110.111,"""bot43"" <sip:bot43@10.200.110.111>",<sip:bot40@10.200.110.100:8540>,SIP,12:05:16 AM,7,COMPLETED,INVITE 200
11340.043351,11892.189764,10.200.110.100,"""bot25"" <sip:bot25@10.200.110.100>",<sip:bot25@10.200.110.111>,SIP,12:09:12 AM,10,COMPLETED,INVITE 401 200
11340.052445,11892.198113,10.200.110.111,"""bot25"" <sip:bot25@10.200.110.111>",<sip:bot25@10.200.110.100:8525>,SIP,12:09:12 AM,7,COMPLETED,INVITE 200
11400.070921,11709.832342,10.200.110.100,"""bot39"" <sip:bot39@10.200.110.100>",<sip:bot29@10.200.110.111>,SIP,12:05:09 AM,10,COMPLETED,INVITE 401 200
11400.087258,11406.520982,10.200.110.111,"""bot32"" <sip:bot32@10.200.110.111>",<sip:bot25@10.200.110.100:8525>,SIP,12:00:06 AM,4,REJECTED,INVITE 486
11579.902525,11654.265061,10.200.110.100,"""bot27"" <sip:bot27@10.200.110.100>",<sip:bot31@10.200.110.111>,SIP,12:01:14 AM,10,COMPLETED,INVITE 401 200
11579.913686,11654.281202,10.200.110.111,"""bot27"" <sip:bot27@10.200.110.111>",<sip:bot31@10.200.110.100:8531>,SIP,12:01:14 AM,7,COMPLETED,INVITE 200
11639.954965,11639.971137,10.200.110.100,"""bot41"" <sip:bot41@10.200.110.100>",<sip:bot21@10.200.110.111>,SIP,12:00:00 AM,7,REJECTED,INVITE 401 480
11640.007577,11774.296667,10.200.110.100,"""bot37"" <sip:bot37@10.200.110.100>",<sip:bot42@10.200.110.111>,SIP,12:02:14 AM,10,COMPLETED,INVITE 401 200
11640.019426,11774.313785,10.200.110.111,"""bot37"" <sip:bot37@10.200.110.111>",<sip:bot42@10.200.110.100:8542>,SIP,12:02:14 AM,7,COMPLETED,INVITE 200
11699.939907,11777.006785,10.200.110.100,"""bot40"" <sip:bot40@10.200.110.100>",<sip:bot38@10.200.110.111>,SIP,12:01:17 AM,10,COMPLETED,INVITE 401 200
11699.950636,11777.023169,10.200.110.111,"""bot40"" <sip:bot40@10.200.110.111>",<sip:bot38@10.200.110.100:8538>,SIP,12:01:17 AM,7,COMPLETED,INVITE 200
11760.077756,12068.907735,10.200.110.100,"""bot39"" <sip:bot39@10.200.110.100>",<sip:bot27@10.200.110.111>,SIP,12:05:08 AM,10,COMPLETED,INVITE 401 200
11819.785372,12437.030358,10.200.110.100,"""bot26"" <sip:bot26@10.200.110.100>",<sip:bot35@10.200.110.111>,SIP,12:10:17 AM,10,COMPLETED,INVITE 401 200
11879.804285,11879.819575,10.200.110.100,"""bot28"" <sip:bot28@10.200.110.100>",<sip:bot23@10.200.110.111>,SIP,12:00:00 AM,7,REJECTED,INVITE 401 480
11879.944079,11879.959788,10.200.110.100,"""bot45"" <sip:bot45@10.200.110.100>",<sip:bot22@10.200.110.111>,SIP,12:00:00 AM,7,REJECTED,INVITE 401 480
11999.928768,12248.082385,10.200.110.100,"""bot38"" <sip:bot38@10.200.110.100>",<sip:bot42@10.200.110.111>,SIP,12:04:08 AM,10,COMPLETED,INVITE 401 200
12000.08648,12248.089844,10.200.110.111,"""bot38"" <sip:bot38@10.200.110.111>",<sip:bot42@10.200.110.100:8542>,SIP,12:04:08 AM,7,COMPLETED,INVITE 200
12239.913923,12312.892055,10.200.110.100,"""bot42"" <sip:bot42@10.200.110.100>",<sip:bot29@10.200.110.111>,SIP,12:01:12 AM,10,COMPLETED,INVITE 401 200
12240.046996,12240.059565,10.200.110.100,"""bot34"" <sip:bot34@10.200.110.100>",<sip:bot20@10.200.110.111>,SIP,12:00:00 AM,7,REJECTED,INVITE 401 480
12300.015186,12491.629177,10.200.110.100,"""bot37"" <sip:bot37@10.200.110.100>",<sip:bot42@10.200.110.111>,SIP,12:03:11 AM,10,COMPLETED,INVITE 401 200
12300.133618,12491.642997,10.200.110.111,"""bot37"" <sip:bot37@10.200.110.111>",<sip:bot42@10.200.110.100:8542>,SIP,12:03:11 AM,7,COMPLETED,INVITE 200
12359.925205,12554.997658,10.200.110.100,"""bot42"" <sip:bot42@10.200.110.100>",<sip:bot25@10.200.110.111>,SIP,12:03:15 AM,10,COMPLETED,INVITE 401 200
12359.936848,12555.014523,10.200.110.111,"""bot42"" <sip:bot42@10.200.110.111>",<sip:bot25@10.200.110.100:8525>,SIP,12:03:15 AM,7,COMPLETED,INVITE 200
12420.002767,12564.05405,10.200.110.111,"""bot30"" <sip:bot30@10.200.110.111>",<sip:bot45@10.200.110.100:8545>,SIP,12:02:24 AM,7,COMPLETED,INVITE 200
12539.953219,12555.201762,10.200.110.100,"""bot45"" <sip:bot45@10.200.110.100>",<sip:bot31@10.200.110.111>,SIP,12:00:15 AM,8,IN CALL,INVITE 401 200
12540.125016,12555.19617,10.200.110.111,"""bot45"" <sip:bot45@10.200.110.111>",<sip:bot31@10.200.110.100:8531>,SIP,12:00:15 AM,5,IN CALL,INVITE 200
12599.822073,12615.877586,10.200.110.100,"""bot33"" <sip:bot33@10.200.110.100>",<sip:bot33@10.200.110.111>,SIP,12:00:16 AM,8,IN CALL,INVITE 401 200
12599.83364,12615.867821,10.200.110.111,"""bot33"" <sip:bot33@10.200.110.111>",<sip:bot33@10.200.110.100:8533>,SIP,12:00:16 AM,5,IN CALL,INVITE 200
12599.954847,12600.073958,10.200.110.100,"""bot43"" <sip:bot43@10.200.110.100>",<sip:bot33@10.200.110.111>,SIP,12:00:00 AM,3,REJECTED,INVITE 401
12659.966402,12665.53427,10.200.110.111,"""bot27"" <sip:bot27@10.200.110.111>",<sip:bot39@10.200.110.100:8539>,SIP,12:00:05 AM,5,IN CALL,INVITE 200
12660.052995,12683.967242,10.200.110.111,"""bot35"" <sip:bot35@10.200.110.111>",<sip:bot37@10.200.110.100:8537>,SIP,12:00:23 AM,5,IN CALL,INVITE 200
12720.051802,12720.065905,10.200.110.100,"""bot25"" <sip:bot25@10.200.110.100>",<sip:bot46@10.200.110.111>,SIP,12:00:00 AM,7,REJECTED,INVITE 401 480
12779.862969,12779.87818,10.200.110.100,"""bot31"" <sip:bot31@10.200.110.100>",<sip:bot21@10.200.110.111>,SIP,12:00:00 AM,7,REJECTED,INVITE 401 480
12780.084256,12780.090839,10.200.110.100,"""bot39"" <sip:bot39@10.200.110.100>",<sip:bot47@10.200.110.111>,SIP,12:00:00 AM,7,REJECTED,INVITE 401 480
12839.948469,12849.17761,10.200.110.100,"""bot40"" <sip:bot40@10.200.110.100>",<sip:bot42@10.200.110.111>,SIP,12:00:09 AM,8,IN CALL,INVITE 401 200
12840.003201,12849.172331,10.200.110.111,"""bot40"" <sip:bot40@10.200.110.111>",<sip:bot42@10.200.110.100:8542>,SIP,12:00:09 AM,5,IN CALL,INVITE 200
12899.832674,12899.844927,10.200.110.100,"""bot33"" <sip:bot33@10.200.110.100>",<sip:bot23@10.200.110.111>,SIP,12:00:00 AM,7,REJECTED,INVITE 401 480
12899.924924,12902.883223,10.200.110.111,"""bot29"" <sip:bot29@10.200.110.111>",<sip:bot38@10.200.110.100:8538>,SIP,12:00:02 AM,3,CALL SETUP,INVITE
12899.961983,12899.977248,10.200.110.100,"""bot41"" <sip:bot41@10.200.110.100>",<sip:bot22@10.200.110.111>,SIP,12:00:00 AM,7,REJECTED,INVITE 401 480
